Settimana,N_settimana,Vendite,Vendite predette,Errore Residuo,Errore Quad.
15/10/2017,198,14.50,25.3,10.8,116.4954559
22/10/2017,199,23.00,25.2,2.2,5.056975462
29/10/2017,200,30.40,25.2,-5.2,26.99594371
19/11/2017,203,22.90,25.1,2.2,4.711659187
26/11/2017,204,20.50,25.0,4.5,20.48559554
10/12/2017,206,29.50,24.9,-4.6,20.82066401
17/12/2017,207,24.40,24.9,0.5,0.2425555985
24/12/2017,208,22.60,24.8,2.2,5.053347797
14/01/2018,211,28.10,24.7,-3.4,11.46253781
21/01/2018,212,22.50,24.7,2.2,4.708157592
11/02/2018,215,31.60,24.5,-7.1,49.89689341
18/02/2018,216,28.70,24.5,-4.2,17.70985112
04/03/2018,218,33.20,24.4,-8.8,77.39381669
25/03/2018,221,25.90,24.3,-1.6,2.660088588
01/04/2018,222,20.30,24.2,3.9,15.40160698
08/04/2018,223,22.90,24.2,1.3,1.638282334
15/04/2018,224,23.50,24.1,0.6,0.4037585188
20/05/2018,229,17.00,23.9,6.9,47.78610631
17/06/2018,233,20.60,23.7,3.1,9.825800052
01/07/2018,235,20.00,23.6,3.6,13.28999878
22/07/2018,238,16.30,23.5,7.2,52.01211917
29/07/2018,239,17.20,23.5,6.3,39.28041223
05/08/2018,240,18.30,23.4,5.1,26.2438447
12/08/2018,241,29.00,23.4,-5.6,31.60305474
19/08/2018,242,16.40,23.3,6.9,48.07767243
02/09/2018,244,19.50,23.2,3.7,14.02306513
09/09/2018,245,17.60,23.2,5.6,31.36228759
23/09/2018,247,17.20,23.1,5.9,34.94152978
07/10/2018,249,15.80,23.0,7.2,52.15826503
21/10/2018,251,13.10,22.9,9.8,96.68788422
18/11/2018,255,28.00,22.8,-5.2,27.51145763
25/11/2018,256,23.40,22.7,-0.7,0.4756456059
09/12/2018,258,15.70,22.6,6.9,47.90385642
16/12/2018,259,19.70,22.6,2.9,8.27555884
23/12/2018,260,13.80,22.5,8.7,76.25119501
30/12/2018,261,18.30,22.5,4.2,17.53648742
13/01/2019,263,20.20,22.4,2.2,4.833801417
27/01/2019,265,22.50,22.3,-0.2,0.03628163341
10/02/2019,267,28.70,22.2,-6.5,41.98451048
17/02/2019,268,31.80,22.2,-9.6,92.62290867
24/02/2019,269,16.40,22.1,5.7,32.84878882
10/03/2019,271,21.70,22.0,0.3,0.1171817012
17/03/2019,272,20.20,22.0,1.8,3.23202748
31/03/2019,274,20.00,21.9,1.9,3.643196327
07/04/2019,275,26.50,21.9,-4.6,21.49081036
14/04/2019,276,14.50,21.8,7.3,53.57724277
12/05/2019,280,22.20,21.6,-0.6,0.3119095208
02/06/2019,283,25.00,21.5,-3.5,12.19469849
09/06/2019,284,28.80,21.5,-7.3,53.82606536
23/06/2019,286,20.50,21.4,0.9,0.7644125686
30/06/2019,287,20.10,21.3,1.2,1.512341204
07/07/2019,288,19.00,21.3,2.3,5.222316121
28/07/2019,291,19.30,21.2,1.9,3.42855773
04/08/2019,292,21.30,21.1,-0.2,0.0372094767
11/08/2019,293,21.30,21.1,-0.2,0.05637379425
01/09/2019,296,25.00,20.9,-4.1,16.57331707
22/09/2019,299,24.40,20.8,-3.6,12.99340178
29/09/2019,300,26.60,20.8,-5.8,34.2127924
