Settimana,N_settimana,Vendite,Vendite predette,Errore Residuo,Errore Quad.
17/05/2015,72,39.50,29.2,-10.3,105.2835607
24/05/2015,73,23.20,29.1,5.9,35.35460323
31/05/2015,74,32.50,29.1,-3.4,11.88370369
07/06/2015,75,27.70,29.0,1.3,1.586281452
14/06/2015,76,30.50,28.9,-1.6,2.669210498
05/07/2015,79,28.30,28.6,0.3,0.08207226629
12/07/2015,80,24.20,28.5,4.3,18.43185865
19/07/2015,81,23.00,28.4,5.4,29.15984378
26/07/2015,82,27.80,28.3,0.5,0.2567824016
02/08/2015,83,40.20,28.2,-12.0,143.6764581
09/08/2015,84,31.70,28.1,-3.6,12.81468185
16/08/2015,85,33.60,28.0,-5.6,31.05842427
23/08/2015,86,29.00,27.9,-1.1,1.136904135
30/08/2015,87,27.70,27.8,0.1,0.01973867964
06/09/2015,88,25.30,27.7,2.4,5.98901245
13/09/2015,89,34.10,27.7,-6.4,41.5509499
20/09/2015,90,23.90,27.6,3.7,13.40108214
27/09/2015,91,23.50,27.5,4.0,15.74105886
04/10/2015,92,22.00,27.4,5.4,28.8825825
11/10/2015,93,34.40,27.3,-7.1,50.68011418
18/10/2015,94,35.90,27.2,-8.7,75.90321699
25/10/2015,95,30.90,27.1,-3.8,14.4817827
01/11/2015,96,35.60,27.0,-8.6,73.93836869
08/11/2015,97,34.70,26.9,-7.8,60.71512054
22/11/2015,99,29.90,26.7,-3.2,10.10278492
29/11/2015,100,28.30,26.6,-1.7,2.794702443
06/12/2015,101,29.40,26.5,-2.9,8.208138342
20/12/2015,103,25.10,26.3,1.2,1.558797402
27/12/2015,104,26.50,26.3,-0.2,0.05989298731
03/01/2016,105,24.30,26.2,1.9,3.467122359
31/01/2016,109,37.50,25.8,-11.7,137.1468896
07/02/2016,110,34.60,25.7,-8.9,79.28516161
14/02/2016,111,37.10,25.6,-11.5,132.1918183
21/02/2016,112,24.60,25.5,0.9,0.8267926598
28/02/2016,113,33.90,25.4,-8.5,71.97769815
06/03/2016,114,33.80,25.3,-8.5,71.86318507
13/03/2016,115,25.10,25.2,0.1,0.01677953276
20/03/2016,116,32.90,25.1,-7.8,60.27523465
03/04/2016,118,30.20,24.9,-5.3,27.56470217
17/04/2016,120,31.50,24.8,-6.7,45.38321806
24/04/2016,121,36.20,24.7,-11.5,132.9398689
08/05/2016,123,21.00,24.5,3.5,12.13510438
22/05/2016,125,33.60,24.3,-9.3,86.54486698
29/05/2016,126,34.60,24.2,-10.4,108.0809306
12/06/2016,128,25.00,24.0,-1.0,0.9656893283
03/07/2016,131,34.10,23.7,-10.4,107.380173
17/07/2016,133,25.00,23.6,-1.4,2.099419978
07/08/2016,136,32.40,23.3,-9.1,83.33285507
14/08/2016,137,35.10,23.2,-11.9,142.1324535
21/08/2016,138,27.00,23.1,-3.9,15.32863551
28/08/2016,139,29.20,23.0,-6.2,38.5445864
04/09/2016,140,25.50,22.9,-2.6,6.768724139
18/09/2016,142,20.90,22.7,1.8,3.28271266
25/09/2016,143,25.50,22.6,-2.9,8.302597006
09/10/2016,145,35.50,22.4,-13.1,170.7705274
23/10/2016,147,32.80,22.2,-10.6,111.3957145
06/11/2016,149,26.50,22.1,-4.4,19.72171594
18/12/2016,155,25.40,21.5,-3.9,15.21315906
25/12/2016,156,19.10,21.4,2.3,5.319234145
26/02/2017,165,32.20,20.6,-11.6,135.3241342
12/03/2017,167,26.20,20.4,-5.8,33.86526777
19/03/2017,168,19.20,20.3,1.1,1.182361004
02/04/2017,170,29.00,20.1,-8.9,79.1945645
09/04/2017,171,23.40,20.0,-3.4,11.50825099
16/04/2017,172,18.40,19.9,1.5,2.293316994
23/04/2017,173,27.00,19.8,-7.2,51.53629446
30/04/2017,174,25.70,19.7,-6.0,35.66629944
21/05/2017,177,11.20,19.4,8.2,68.03160827
25/06/2017,182,22.10,19.0,-3.1,9.722641413
09/07/2017,184,22.10,18.8,-3.3,10.92046102
23/07/2017,186,21.50,18.6,-2.9,8.358511966
30/07/2017,187,12.20,18.5,6.3,39.88733836
13/08/2017,189,22.00,18.3,-3.7,13.47517412
03/09/2017,192,27.70,18.0,-9.7,93.13408513
10/09/2017,193,24.80,18.0,-6.8,46.83826596
24/09/2017,195,11.10,17.8,6.7,44.48428703
01/10/2017,196,17.60,17.7,0.1,0.005837826494
08/10/2017,197,23.50,17.6,-5.9,35.00902931
15/10/2017,198,14.50,17.5,3.0,8.939553612
22/10/2017,199,23.00,17.4,-5.6,31.39741794
29/10/2017,200,30.40,17.3,-13.1,171.520628
19/11/2017,203,22.90,17.0,-5.9,34.53130097
26/11/2017,204,20.50,16.9,-3.6,12.74191918
10/12/2017,206,29.50,16.7,-12.8,162.7175651
17/12/2017,207,24.40,16.7,-7.7,60.05208531
24/12/2017,208,22.60,16.6,-6.0,36.51273168
14/01/2018,211,28.10,16.3,-11.8,139.7673007
21/01/2018,212,22.50,16.2,-6.3,39.88643274
28/01/2018,213,1.18,16.1,14.9,222.2232119
04/02/2018,214,1.12,16.0,14.9,221.3074115
18/02/2018,216,28.70,15.8,-12.9,166.1151011
25/02/2018,217,1.20,15.7,14.5,210.6366208
11/03/2018,219,1.43,15.5,14.1,198.9399207
18/03/2018,220,0.84,15.4,14.6,213.2077628
25/03/2018,221,25.90,15.3,-10.6,111.4039581
01/04/2018,222,20.30,15.3,-5.0,25.48286801
08/04/2018,223,22.90,15.2,-7.7,59.92779357
15/04/2018,224,23.50,15.1,-8.4,71.14168271
22/04/2018,225,0.43,15.0,14.5,211.5603774
29/04/2018,226,1.05,14.9,13.8,191.3743313
06/05/2018,227,0.77,14.8,14.0,196.5138682
13/05/2018,228,1.05,14.7,13.6,186.059685
20/05/2018,229,17.00,14.6,-2.4,5.763819071
27/05/2018,230,1.01,14.5,13.5,182.1295811
03/06/2018,231,0.73,14.4,13.7,187.334325
10/06/2018,232,0.74,14.3,13.6,184.4130212
17/06/2018,233,20.60,14.2,-6.4,40.62519374
24/06/2018,234,0.89,14.1,13.2,175.4974544
01/07/2018,235,20.00,14.0,-6.0,35.52501673
08/07/2018,236,0.93,13.9,13.0,169.504295
15/07/2018,237,0.96,13.9,12.9,166.1884717
22/07/2018,238,16.30,13.8,-2.5,6.451763541
29/07/2018,239,17.20,13.7,-3.5,12.4840726
05/08/2018,240,18.30,13.6,-4.7,22.3400786
19/08/2018,242,16.40,13.4,-3.0,9.078327335
26/08/2018,243,0.79,13.3,12.5,156.3882996
02/09/2018,244,19.50,13.2,-6.3,39.68399401
09/09/2018,245,17.60,13.1,-4.5,20.18499878
16/09/2018,246,0.81,13.0,12.2,148.96085
23/09/2018,247,17.20,12.9,-4.3,18.31214213
30/09/2018,248,1.14,12.8,11.7,136.5420642
07/10/2018,249,15.80,12.7,-3.1,9.39892067
14/10/2018,250,0.88,12.6,11.8,138.35672
21/10/2018,251,13.10,12.5,-0.6,0.3049943772
28/10/2018,252,0.84,12.5,11.6,134.809249
04/11/2018,253,0.66,12.4,11.7,136.8442698
11/11/2018,254,1.45,12.3,10.8,116.9237883
25/11/2018,256,23.40,12.1,-11.3,128.1085682
02/12/2018,257,0.80,12.0,11.2,125.2856449
09/12/2018,258,15.70,11.9,-3.8,14.47804482
16/12/2018,259,19.70,11.8,-7.9,62.38237083
23/12/2018,260,13.80,11.7,-2.1,4.374370766
30/12/2018,261,18.30,11.6,-6.7,44.68585804
06/01/2019,262,1.00,11.5,10.5,110.7856353
13/01/2019,263,20.20,11.4,-8.8,76.93474248
20/01/2019,264,1.19,11.3,10.1,102.9115711
27/01/2019,265,22.50,11.2,-11.3,126.7367605
03/02/2019,266,1.30,11.1,9.9,97.09876073
24/02/2019,269,16.40,10.9,-5.5,30.58904435
03/03/2019,270,0.89,10.8,9.9,97.68661715
10/03/2019,271,21.70,10.7,-11.0,121.3794312
17/03/2019,272,20.20,10.6,-9.6,92.36136219
24/03/2019,273,0.61,10.5,9.9,97.78501709
31/03/2019,274,20.00,10.4,-9.6,92.10200464
14/04/2019,276,14.50,10.2,-4.3,18.34816642
21/04/2019,277,0.62,10.1,9.5,90.28320988
28/04/2019,278,0.94,10.0,9.1,82.61091648
05/05/2019,279,1.20,9.9,8.7,76.24638066
12/05/2019,280,22.20,9.8,-12.4,152.6823523
19/05/2019,281,1.00,9.8,8.7,76.5066712
26/05/2019,282,1.02,9.7,8.6,74.52398145
16/06/2019,285,1.05,9.4,8.3,69.30902177
23/06/2019,286,20.50,9.3,-11.2,125.7977852
30/06/2019,287,20.10,9.2,-10.9,119.0108563
07/07/2019,288,19.00,9.1,-9.9,98.05867881
14/07/2019,289,1.17,9.0,7.8,61.37397469
21/07/2019,290,0.74,8.9,8.2,66.77278149
28/07/2019,291,19.30,8.8,-10.5,109.8765961
04/08/2019,292,21.30,8.7,-12.6,158.1420006
11/08/2019,293,21.30,8.6,-12.7,160.4959806
18/08/2019,294,0.58,8.5,8.0,63.33278083
25/08/2019,295,0.71,8.4,7.7,59.7992361
08/09/2019,297,0.68,8.3,7.6,57.47492339
15/09/2019,298,0.84,8.2,7.3,53.70326298
06/10/2019,301,0.81,7.9,7.1,50.07378441
13/10/2019,302,3.50,7.8,4.3,18.42180043
